"DirectoryName";"FileNames";"Content"
Jul 2022;"Global economy: Outlook worsens as global recession looms, says IMF";"WASHINGTON - Still reeling from the COVID pandemic and Russia's invasion of Ukraine, the global economy isfacing an increasingly murky and uncertain outlook, according to the latest report released on Tuesday by theInternational Monetary Fund (IMF).The World Economic Outlook Update July 2022: Gloomy and More Uncertain, highlights the significantconsequences of the stalling of the world's three main economic powerhouses - the United States, China and themajor European economies.""The outlook has darkened significantly since April,"" said Pierre-Olivier Gourinchas, IMF Economic Counsellor andDirector of Research.""The world may soon be teetering on the edge of a global recession, only two years after the last one"".The baseline forecast for global growth is for it to slow from 6.1 per cent last year, to 3.2 percent in 2022 - 0.4percent lower than forecast in the last Outlook update in April.With higher-than-expected inflation - especially in the US and the largest European economies - global financialconditions are becoming tighter.In the US, reduced household purchasing power and tighter monetary policy will drive growth down to 2.3 per centthis year and one percent next year, according to the outlook.China's slowdown has been worse than anticipated amid COVID-19 outbreaks and lockdowns, with negative effectsfrom Russia's invasion of Ukraine continuing.Moreover, further lockdowns and a deepening real estate crisis there has pushed growth down to 3.3 percent thisyear - the slowest in more than four decades, excluding the pandemic.And in the Eurozone, growth has been revised down to 2.6 percent this year and 1.2 percent in 2023, reflectingspillovers from the Ukraine war and tighter monetary policy.""As a result, global output contracted in the second quarter of this year,"" said Gourinchas.InflationDespite the global slowdown, inflation has been revised up, in part due to rising food and energy prices.This year it is anticipated to reach 6.6 percent in advanced economies and 9.5 percent in emerging market anddeveloping economies - representing upward revisions of 0.9 and 0.8 percentage points respectively. And it isprojected to remain elevated for longer.Broadened inflation in many economies reflects ""the impact of cost pressures from disrupted supply chains andhistorically tight labour markets,"" the IMF official stated.The report outlines some risks ahead, including that the war in Ukraine could end European gas supply from Russiaaltogether; rising prices could cause widespread food insecurity and social unrest; and geopolitical fragmentationmay impede global trade and cooperation.Inflation could remain stubbornly high if labour markets remain overly tight or inflation expectations are toooptimistic and prove more costly than expected.And renewed COVID-19 outbreaks and lockdowns threaten to further suppress China's growth.""In a plausible alternative scenario where some of these risks materialize...inflation will rise and global growthdecelerate further to about 2.6 percent this year and two per cent next year, a pace that growth has fallen below justfive times since 1970,"" said the IMF economist.""Under this scenario, both the United States and the Euro area experience near-zero growth next year, withnegative knock-on effects for the rest of the world"".Current inflation levels represent a clear risk to macroeconomic stability, according to the outlook.Responding to the situation, central banks in advanced economies are withdrawing monetary support faster thanexpected, while many in emerging market and developing economies began raising interest rates last year.""The resulting synchronized monetary tightening across countries is historically unprecedented, and its effects areexpected to bite, with global growth slowing next year and inflation decelerating,"" said Gourinchas.While acknowledging that tighter monetary policy would have economic costs, the IMF official upheld that delayingit would only exacerbate hardship.And hampered by difficulties in coordinating creditor agreements, how and whether debt can be restructured,remains unpredictable.He argued that domestic policies responding to the impacts of high energy and food prices should focus on thosemost affected, without distorting prices.""Governments should refrain from hoarding food and energy and instead look to unwind barriers to trade such asfood export bans, which drive world prices higher,"" advised the IMF official.Meanwhile, mitigating climate change continues to require prompt multilateral action to limit emissions and raiseinvestment to accelerate a ""green transition"".Policymakers are urged to ensure that measures are temporary and only cover energy shortfalls and climatepolicies.From climate transition and pandemic preparedness to food security and debt distress, multilateral cooperation iskey, said the IMF economist.""Amid great challenge and strife, strengthening cooperation remains the best way to improve economic prospectsand mitigate the risk of geoeconomic fragmentation,"" he underscored. - UN News"
Aug 2022;"Recession Fears Hit Crude and Diesel Harder Than Jet";"Jet fuel losses were less than crude and other products with pent-up demand for air travel after the pandemichelping offset fears of an economic recession. International benchmark Brent lost $13.02 per barrel over the weekto close at $94.12/bbl Thursday, while US domestic price-pin West Texas Intermediate shed $7.88/bbl to finish at$88.54/bbl. The UKâ€™s Bank of England has warned the country is heading for a long recession, declaringâ€œthere is an economic cost to the warâ€ in Ukraine after raising interest rates again this week to combat energyprice-driven inflation. Oil prices still stand 34% above year-earlier levels despite coming off recent peaks of almost$125/bbl in June. A shock rise in US oil inventories this week suggests fuel demand is already starting to fall in theworldâ€™s largest oil market.Traders fear this might just be the calm before the storm with EU sanctions against Russia set to cause more pricehavoc this winter. The EU will stop importing Russian crude from Dec. 5 while a blocwide ban on product imports,mainly ultra-low-sulfur diesel and heating oil, is due to take full effect next year â€ at the height of the heatingseason. Russia has already tightened the taps on Europeâ€™s natural gas supply, meaning demand for oil couldbe even higher than usual. The CEO of Italian refiner Saras Dario Scaffardi this week said the market lookedâ€œextremely constructive.â€ â€œMy view is that this is just a pause in a strong market,â€ he added, commentingon the recent dip in European refining margins. Opec-plus agreed only a 100,000 barrel per day increase inproduction from September, less than the 400,000 b/d per month gains seen so far this year. European jet cargodifferentials were pegged at a $57.50 per metric ton premium to roller-coaster August ICE low-sulfur gasoil futuresat Thursdayâ€™s close, up slightly from $54.75/ton a week ago. Flat jet fuel prices fell only 8% on the weekcompared to a 12% drop in Brent crude and 10% slide in diesel. New data from Spanish fuels distributor Exolumhighlights the current disconnect between Europeâ€™s jet fuel and diesel markets. Jet demand was up almost50% year on year in Spain in July while diesel buying slumped 1% year on year as motorists balked at high pumpprices. Spanish jet demand has reached 3.3 million cubic meters so far this year, still 20% below the 4.1 millioncubic meters used between January and July 2019, before the pandemic. Lufthansa CEO Carsten Spohr warnedthat the airline industry has reached its operational limit as the German flag carrier reported its first quarterly profitsince before the pandemic. European carriers have been forced to cut back their summer schedules because of ashortage of airport staff. The week saw just one public cargo deal in Europe, on the marketâ€™s now preferredfloating price basis. BP sold 30,000 tons to Shell into the UKâ€™s Shellhaven Aug. 23-27 at a $12.50/ton premiumto S&P Plattsâ€™ Northwest Europe c.i.f. cargo mean averaged over eight days between Aug. 3-12. Indiaâ€™sEssar has launched a new into-wing fueling service at Liverpool airport, taking its UK airport portfolio to sixincluding Manchester, Birmingham and London Stansted, all supplied from its Stanlow refinery. Jet tanks inAmsterdam-Rotterdam-Antwerp were barely changed after a tanker arrived from Bahrain but smaller ships left forthe UK and Norway. Stocks stood at 818,000 tons on Aug. 4, according to Insights Global, down 25% on last yearbut 5% higher than at this point in summer 2019. August imports are pegged at a bumper 1.6 million tons. US jetfuel markets have lost their verve at the height of the summer travel season amid flagging demand and plentifulsupplies. The slump in basis diesel futures has aligned US prices more closely with levels in Europe, erasing theirsteep premium over the last several months. The September Nymex diesel contract has tumbled by 72Â¢ pergallon or nearly 20% since early July, losing another 8Â¢ on Thursday to close at $3.34/gallon. Jet spreads havealso weakened and brought average jet prices down to $3.22/gallon versus $3.17/gallon in Europe. New YorkHarbor quotes are still the highest in the country even after jet spreads fell from positive values last week to4Â¢/gallon below the September print on Thursday. Gulf Coast jet was trading at 22Â¢/gallon below diesel futures,while the discount in Los Angeles widened by 9Â¢ to 20Â¢/gallon. Gulf Coast refiners are consolidating their swingsupplier role as US shipments surged by 114,000 b/d to nearly 200,000 b/d, according to government data for theweek ending Jul. 29. Thatâ€™s twice the levels seen one year ago. Refiners are maximizing middle distillate outputas gasoline margins lag the $48/bbl cracks for jet fuel and $54/bbl for diesel. Jet output has topped 1.7 million b/dfor two weeks in a row. But third-quarter refinery maintenance has trimmed utilization rates slightly to 91% ofcapacity. Airline fuel usage is trending lower following a burst in late July. Jet sales plummeted by 331,000 b/d to1.44 million b/d last week. The supply overhang was channeled into storage, with stocks jumping by 1.5 millionbarrels to 41.6 million â€ their highest level in nearly a year. Heavy exports and stronger regional air traffic buoyedAsia's jet market. The benchmark Singapore spot price differential jumped by 32Â¢/bbl on the week to reach$1.30/bbl by Aug. 4, its highest in almost a month. A bumper 5.72 million bbl of jet is set to leave Asia this month,according to data intelligence company Kpler, heading to Europe and the US, with a further 770,000 bbl of jet withother products heading to East Africa from China. Volumes to Europe from the Mideast Gulf are also picking up with1.14 million bbl due to load from Saudi Arabia and Kuwait between Aug. 15-28 alone. A sharp recovery in air trafficin the largest Northeast Asia and South Asia markets swamped small declines in Southeast Asia and the MiddleEast. European Quarterly Jet Fuel Swaps Quotes (Bid/Offer Range in $/ton, c.i.f. NWE) Quarter Chg. Aug 5 Jul 29 Q4'22 -98.50 994.75 - 995.75 1,093.25 - 1,094.25 Q1'23 -76.00 962.75 - 963.75 1,038.75 - 1,039.75 Q2'23 -66.75 928.75 - 929.75 995.50 - 996.50 Q3'23 -62.25 908.75 - 909.75 971.00 - 972.00 Prices are live for midday. Source: FCStoneKerry Preston, Cristina Haus, Freddie Yap"
Aug 2022;"Supply chain disruptions: cost in the global economy";"Supply chain disruptions affected global growth by up to one percentage point, estimated the InternationalMonetary Fund (IMF).In general, this occurs when the process flow involving any of the entities associated with the production, sale anddistribution of specific goods or services is interrupted.The IMF estimated that, in 2021, global supply chain disruptions reduced global GDP growth by 0.5 to 1.0percentage points, while adding 1.0 percentage point to core inflation.However, according to the World Trade Organization (WTO ), supply chain problems may have hindered trade,but likely had a limited impact on global merchandise trade aggregates, which continued to grow in 2021.Among the main drivers of supply chain disruptions in 2021 were the resurgence of pandemic-related restrictivepolicies, labor and materials shortages, rising input prices, transportation and logistics disruptions, port congestion,and container shortages.Supply chainFor its part, the U.S. International Trade Commission (USITC) described the following cases as examples ofsignificant supply chain disruptions in 2021, affecting both consumers and producers.At times, consumers faced limited availability of goods while experiencing unusually long wait times to receive theproducts they ordered.Meanwhile, producers faced intermittent shortages of inputs and labor, as well as persistently long delivery times.Supply chain disruptions rippled throughout the economy, leading to higher prices for goods, adding upwardinflationary pressure, and hindering economic recovery from the Covid-19 pandemic-related recession in 2020."
Aug 2022;"No End To Local Airlines' Suffering As Fuel Price Continues To Skyrocket";"Link to ImageLink to StoryDhaka : Country's local airlines continue to suffer as they keep losing competitiveness globally over rapid increaseof jet fuel in the domestic market.Padma Oil Company, a subsidiary of Bangladesh Petroleum Corporation (BPC), on July 9 once again increased theprice of jet fuel by BDT 19 per litre, taking the already high jet fuel price to BDT 130 per litre.Aviation industry stakeholders are blasting BPC for their continuous whimsical moves claiming there is no logicbehind the jet fuel price hike as the rate is decreasing in the international market.This is the 16th time Padma Oil Company increased the price of jet fuel in the last 20 months.Previous hikes were in the range of BDT 2 to BDT 7. However, the latest was further termed unanticipated by airlinestakeholders of the country.Moreover, it is the air travellers who will face the blow as now they will have to pay more for air tickets due to thelatest price hike of jet fuel.Due to the unprecedented and rapid jet fuel price hikes, air fare has been increasing day by day.In December 2020, the price of jet fuel, which accounts for up to 46 per cent of the operational costs of an airline,was BDT 48 per litre.The price has increased 170 per cent in the last 20 months, according to reports.There is no logic behind BPC's latest move when the international rate is decreasing, said Mofizur Rahman,Secretary General of Aviation Operators Association of Bangladesh (AOAB) and Managing Director of NOVOAIR.Citing a report of International Air Transport Association, Rahman claimed last week ended with the price down 8.4per cent at USD 146.2 per standard barrel containing 42 United States gallons (bbl).The price decreased 19 per cent worldwide compared to that last month while BPC increased it by 18 per cent,added Rahman.He further mentioned BPC is making arbitrary moves.'We want to get rid of BPC's monopoly business and its whimsical decisions,' urged Rahman, adding, 'The airlineindustry of the country is on the way to collapse over rapid increase of jet fuel price.'Furthermore, Kazi Wahidul Alam, Editor of The Bangladesh Monitor and an aviation expert said, the country'sairline industry will not be able to survive unless the government extends its cooperation.Kamrul Islam, General Manager for Public Relations, US-Bangla Airlines, said, 'BPC is increasing the price of jetfuel almost every month. We are at risk of losing passengers if we increase the price of tickets accordingly.''On the contrary, airlines are at risk of going bankrupt if we do not increase airfares in tune,' he claimed.Kamrul Islam also said the tourism and hospitality sector which involves 40 lac people would also go down with theaviation industry as they are codependent on one another.Reports cited, a year and a half ago, the fare on a domestic route was around BDT 2,500 or so but has since goneup to around BDT 5,000.On this issue, Dr Md Sher Ali, Additional Secretary (Operations), Ministry of Power, Energy and Mineral Resources,said otherwise.'The price of jet fuel is set according to the international market. Based on the government's decision, following ourneighbouring country India, BPC takes a a decision in this regard,' Sher Ali said while talking to The BangladeshMonitor.ABM Azad NDC, Chairman of Bangladesh Petroleum Corporation also said the opposite of what the aviationstakeholders are claiming.Talking to The Bangladesh Monitor, he said, 'The latest move is basically a price adjustment with the internationalmarket. The government is spending crores in compensation while importing jet fuel. Those who are capableshould consider it.'MENAFN01082022000163011034ID1104623868"
Aug 2022;"Lower fuel surcharge means cheaper air fare next month";" Travelers planning to take a trip in September can expect their ticket prices to go down with the airline industrycommitting to comply with the government's order on lower fuel surcharge.Philippine Airlines spokesperson Cielo Villaluna said the flag carrier will enforce the corresponding changes in itsfuel surcharge as instructed by the Civil Aeronautics Board (CAB).'The new fuel surcharge rates will be applicable to tickets that will be purchased in September,' Villaluna said in atext message to The STAR.Budget carrier Cebu Pacific also vowed to conform with the CAB order to decrease the fuel cost passed on topassengers. Cebu Pacific chief commercial officer Xander Lao said flight bookings should go up as a result of thesurcharge reduction.'This is a welcome development. We look forward to the lower fuel surcharge which should help make fares moreaffordable and stimulate air travel,' Lao told The STAR.AirAsia Philippines spokesman Steve Dailisan said the low-cost carrier will also adjust its ticket prices in line withthe CAB directive, as it hopes to capture the expected surge in travel demand for the holiday season beginningSeptember.'AirAsia Philippines welcomes the lowering of the fuel surcharge cost to Level 9 and will reflect the adjustments toits ticket prices accordingly,' Dailisan said.'This will benefit many of our guests who are now planning their travels in time for the -ber months,' he added.In an advisory, CAB set the fuel surcharge to Level 9 for September, from Level 12 in August, to reflect the latestdecline in the price of jet fuel. Level 9 means that airline firms can impose a fuel surcharge of P287 to P839 fordomestic flights and P947.39 to P7,044.27 for foreign trips.CAB said airline firms looking to slap the fuel surcharge in September must file its application to the agency on orbefore the effectivity period. The applicable conversion rate for the collection of fuel surcharge stands at P55.93 to$1.Fuel surcharge refers to the optional fee that airline firms enforce to recoup their fuel expenses and moderatefinancial losses due to sudden spikes in jet fuel prices.Fuel surcharge may be lowered or even removed by CAB depending on the price movement of jet fuel in theinternational market."
Aug 2022;"Demand Boost to Oil Prices as IEA Flags 'Extraordinary Gains'";"Oil prices rebounded from last week's lows after the International Energy Agency (IEA) declared â€œextraordinarygainsâ€ in global oil demand driven by fuel switching from natural gas in the power and industrial sectors.International benchmark Brent gained $5.48 per barrel over the week to close at $99.60/bbl Thursday, while USprice-pin West Texas Intermediate ended the week $5.80/bbl higher at $94.34/bbl. Brent has still fallen $30/bbl fromits $123.58/bbl peak on Jun. 8. The IEA has raised its estimates of global demand growth for this year and next by500,000 barrels per day to 2.1 million b/d in both years.Fuel switching will hike European oil consumption by roughly 300,000 b/d over the next year and a half, accordingto the agency. Earlier fears that high oil prices were starting to cause demand destruction, especially for road fuelsin the Atlantic Basin, are taking a back seat. Drought conditions in Europe have prompted Germanyâ€™s Lufthansato halt barge deliveries into Frankfurt airport after water levels on the River Rhine fell to dangerous levels. The flagcarrier is now relying solely on pipeline deliveries to meet peak, albeit still constrained, summer demand. Sourcessay the Nato CEPS pipeline is running at full capacity after maintenance work last month but warn that the RMRmultiproduct line also serving Frankfurt will need to prioritize diesel if inland markets become completely cut offfrom the Amsterdam-Rotterdam-Antwerp (ARA) trading hub. ARA jet tanks are now at their highest in 15 weeks,according to Insights Global, and 11% higher than at this point during the 2019 summer season. Recent ARA jetarrivals include tankers from China and Russia. The latter makes a mockery of EU efforts to wean itself off Russianfuels ahead of an outright ban due to come into force on Feb. 5. The week saw three jet cargo deals inEuropeâ€™s market-on-close pricing window. Swiss traders Vitol and Glencore pounced on window offers byChinaâ€™s Unipec into Rotterdam at the end of the month. Vitol paid a $7 per ton premium to the Plattsâ€™ c.i.f.cargo mean (CCM) for Aug. 25-29 delivery in Mondayâ€™s window, then CCM plus $9/ton for similar dates inThursdayâ€™s end-of-day session. Glencore paid a dollar more the same day. All deals were based on averagePlatts pricing over the four reporting days Aug. 25-31. Jet cargo differentials were pegged at $75.25/ton over thefront-month ICE low-sulfur gasoil contract at Thursday's close, up from $57.50/ton a week ago. The roller-coasterride for US jet fuel markets saw daily swings that kept average prices at $3.36 per gallon this week. Theunderlying low-sulfur diesel futures contract jumped by another 7Â¢ on Thursday, when it closed at $3.48/gallon.Jet spreads in most markets weakened further, putting outright jet quotes in the $3.23 to $3.38/gallon range orabout 10Â¢ below 30-day averages. New York Harbor differentials had been the strongest in the country but lostanother 4Â¢ to land at 10Â¢/gallon below the September futures contract. Middle distillate margins have retreatedbut remain well above gasoline returns. The crack spread for jet fuel fell by $10/bbl to $38 and slipped to $43 fordiesel, still well above the $22.50 for gasoline. Another surge in demand lifted fuel usage by 342,000 b/d to nearly1.8 million b/d in the week ended Aug. 5. That marked only the second time in the past five weeks that airline fueldemand climbed above 1.7 million b/d. After making downward revisions to its short-term outlook, the EnergyInformation Administration now sees US jet demand climbing by just 160,000 b/d this year to 1.53 million b/d.Refiners lifted output to 1.76 million b/d as utilization rates climbed above 94.3%. The finely balanced market pulledadditional supplies out of inventories to meet the demand surge. Gulf Coast refiners saw the largest 1.5 millionbarrel drop that pushed tank levels down to 12.4 million. After peaking at their highest level in nearly a year, overallstocks dipped by nearly 1 million bbl to 40.7 million â€ a 5% shortfall versus year-earlier. Asian jet markets plungedas benchmark Singapore spot price differentials dropped by $1.15 to a premium of 15Â¢/bbl to Singapore quoteson Aug. 11. That was the lowest level in seven months, when the premium fell to 9Â¢/bbl to Singapore quotes onJan. 10. Prompt jet demand is expected to take another hit after China imposed lockdowns in Hainan to control thepandemic outbreak there. Minor gains in scheduled airline capacity in Northeast Asia, South Asia and the MiddleEast had offset a decline in Southeast Asia in the week of Aug. 8, according to data analysis firm OAG. The latestnumbers do not reflect the closures in China. OAG noted that, â€œwe should expect to see at least a million seatsremoved next week as the two major airports are impacted.â€ That equates to a 6% drop from the first week ofAugust and wipes out recent capacity gains. European Quarterly Jet Fuel Swaps Quotes (Bid/Offer Range in $/ton, c.i.f. NWE) Quarter Chg. Aug 12 Aug 5 Q4'22 90.00 1,084.75 - 1,085.75 994.75 - 995.75 Q1'23 60.25 1,023.00 - 1,024.00 962.75 - 963.75 Q2'23 56.25 985.00 - 986.00 928.75 - 929.75 Q3'23 53.50 962.25 - 963.25 908.75 - 909.75 Prices are live for midday. Source: FCStoneKerry Preston, Cristina Haus, Freddie Yap"
Aug 2022;"Oil Prices Rise on Supportive Product Outlook";"Oil futures regained momentum on Wednesday, finding support at the $94 per barrel mark and rebounding in thesecond half of the trading session. In London, the September Brent contract was up $1.09 and settled at$97.40/bbl, while in New York, the front-month Nymex West Texas Intermediate (WTI) August contract gained$1.43 and closed at $91.93/bbl. Last week, Brent traded at its lowest levels since Russiaâ€™s invasion of Ukrainein February at $92.78/bbl.The North Sea benchmark has since struggled to regain ground. The weakness in the flat price has beenaccompanied by narrowing time spreads, suggesting a pause or some form of price consolidation in an otherwisebullish outlook. This could be the lull before the storm, as more supply tightness is looming once the EU ban onRussian crude comes into full effect on Dec. 5, traders said. Lack of Direction â€œWhat is clear is that the oilmarket is still struggling with both supply and demand uncertainty, and as a result the market is struggling toconvincingly find direction,â€ wrote Warren Patterson, head of commodities strategy at ING. Data from the USEnergy Information Administration (EIA) on Wednesday showed a 5.5 million barrel crude build in the week endingAug. 5. This may point to softer demand, but the rise partly reflects the recent 5.3 million bbl crude release from thenation's Strategic Petroleum Reserve (SPR), as well as a sizable dip in crude exports. A 5 million bbl draw ingasoline inventories could be an indication that, on the contrary, demand is improving, especially with an uptick inrefinery throughputs: US average utilization rates were up 3.3 percentage points to 94.3% last week. MarginResilience US middle distillate stocks were up 2.2 million bbl, which is rather constructive given the ongoingtightness in the global diesel and jet fuel market. Despite the build, â€œthe gasoil cracks and spreads continued torally today,â€ Onyx Capital wrote. â€œThe September crack was up $2.20 to $38.70/bbl, while [the fourth-quartercrack] is up $1.50 to $36.35/bbl.â€ Meanwhile, the 3-2-1 crack spread was â€œfriskyâ€ again, traders said,breaking back above $40 after bottoming out at $34.56. This benchmark refining spread prices the differencebetween the cost of three barrels of crude and the sale proceeds of two barrels of gasoline and one barrel of diesel.Refining margins in the US and Europe have come off their previous peaks of $40-$60/bbl and are now down to$30-$45/bbl. Despite the higher costs of natural gas and power, though, refiners said that the outlook is stillconstructive. Once the ban on Russian refined products come into full effect by year-end, the price impact is likelyto be much more material, they said, and margins could flare up fast again.Julien Mathonniere"
Aug 2022;"War threatens global economy";"Six months after Russian invasion, danger growsMECKENHEIM, Germany - Martin Kopf needs natural gas to run his family's company, Zinkpower GmbH, whichrustproofs steel components in western Germany.Zinkpower's facility outside Bonn uses gas to keep 600 tons of zinc worth 2.5 million euros ($2.5 million)in a molten state every day. The metal will harden otherwise, wrecking the tank where steel parts aredipped before they end up in car suspensions, buildings, solar panels and wind turbines.Six months after Russia invaded Ukraine, the consequences are posing a devastating threat to the globaleconomy, including companies like Zinkpower, which employs 2,800 people. Gas is not only much more costly,it might not be available at all if Russia completely cuts off supplies to Europe to avenge Westernsanctions, or if utilities can't store enough for winter.Germany may have to impose gas rationing that could cripple industries from steelmaking to pharmaceuticalsto commercial laundries. ""If they say, we're cutting you off, all my equipment will be destroyed,"" saidKopf, who also chairs Germany's association of zinc galvanizing firms.Governments, businesses and families worldwide are feeling the war's economic effects just two years afterthe coronavirus pandemic ravaged global trade. Inflation is soaring, and rocketing energy costs haveraised the prospect of a cold, dark winter. Europe stands at the brink of recession.High food prices and shortages, worsened by the cutoff of fertilizer and grain shipments from Ukraine andRussia that are slowly resuming, could produce widespread hunger and unrest in the developing world.Outside Uganda's capital of Kampala, Rachel Gamisha said Russia's war in faraway Ukraine has hurt hergrocery business. She has felt it in surging prices for necessities like gasoline, selling for $6.90 agallon. Something that's 2,000 shillings (about $16.70) this week may cost 3,000 shillings ($25) nextweek.""You have to limit yourself,'' she said. ""You have to buy a few things that move fast.''Gamisha has noticed something else, too - a phenomenon called ""shrinkflation"": A price may not change, buta doughnut that used to weigh 45 grams may now be only 35 grams. Bread that weighed 1 kilogram is now 850grams.Russia's war led the International Monetary Fund last month to downgrade its outlook for the globaleconomy for the fourth time in under a year. The lending agency expects 3.2 percent growth this year, downfrom the 4.9 percent it forecast in July 2021 and well below a vigorous 6.1 percent last year.""The world may soon be teetering on the edge of a global recession, only two years after the last one,""Pierre-Olivier Gourinchas, the IMF's chief economist, said.The U.N. Development Program said rising food and energy prices threw 71 million people worldwide intopoverty in the first three months of the war. Countries in the Balkans and sub-Saharan Africa were hithardest. Up to 181 million people in 41 countries could suffer a hunger crisis this year, the U.N. Foodand Agriculture Organization has projected.In Bangkok, rising costs for pork, vegetables and oil have forced Warunee Deejai, a street-food vendor, toraise prices, cut staff and work longer hours.""I don't know how long I can keep my lunch price affordable,'' she said. ""Coming out from COVID lockdownsand having to face this is tough. Worse is, I don't see the end of it.''Even before Russian President Vladimir Putin ordered the invasion of Ukraine, the global economy was underpressure. Inflation had skyrocketed as a stronger-than-expected recovery from the pandemic recessionoverwhelmed factories, ports and freight yards, causing delays, shortages and higher prices. In response,central banks began raising interest rates to try to cool economic growth and tame spiking prices.""We've all got all these different things going on,'' said Robin Brooks, chief economist at theInternational Institute of Finance. ""The volatility of inflation went up. The volatility of growth wentup. And therefore, it's become infinitely harder for central banks to steer the ship.''China, pursuing a zero-COVID policy, imposed lockdowns that have severely weakened the world's second-biggest economy. At the time, many developing countries still grappled with the pandemic and the heavydebts they had taken on to protect their populations from economic disaster.All those challenges might have been manageable. But when Russia invaded Ukraine on Feb. 24, the Westresponded with heavy sanctions. Both actions disrupted trade in food and energy. Russia is the world'sthird-biggest petroleum producer and a leading exporter of natural gas, fertilizer and wheat. Farms inUkraine feed millions globally.The resulting inflation has rippled out to the world.Near Johannesburg, South Africa, Stephanie Muller has been comparing prices online and checking differentgrocery stores to find the best deals.""I have three children who are all in school, so I have been feeling the difference,'' she said.Shopping at a market in Vietnam's capital of Hanoi, Bui Thu Huong said she's been limiting her spendingand cutting back on weekend dinners out. At least there's one advantage to cooking at home with herchildren: ""We can bond with them more in the kitchen, while saving money at the same time.''Syahrul Yasin Limpo, Indonesia's agriculture minister, warned this month that the price of instantnoodles, a staple in the Southeast Asian nation, might triple because of inflated wheat prices. Inneighboring Malaysia, vegetable farmer Jimmy Tan laments that fertilizer prices are up 50 percent. He'salso paying more for supplies like plastic sheets, bags and hoses.In Karachi, Pakistan, far from the battlefields of Ukraine, Kamran Arif has taken a second, part-time jobto supplement his wages.""Because we have no control on prices, we can only try to increase our income,'' he said.A vast majority of people live in poverty in Pakistan, whose currency has lost up to 30 percent of itsvalue against the dollar and the government has increased electricity prices 50 percent.Muhammad Shakil, an importer and exporter, says he can no longer get wheat, white chickpeas and yellowpeas from Ukraine."
Aug 2022;"Global economic activity weakens";"World economic activity weakened during the second quarter of 2022, informed the Bank of Mexico (Banxico) inits quarterly report released on Wednesday.The sluggishness in world economic activity is mainly due to the continuation of the economic effects derived fromthe war between Russia and Ukraine; the slowdown in China's economy, largely due to the implementation ofmeasures to contain the resurgence of Covid-19 infections; and the tightening of global financing conditions due toa more accelerated withdrawal of monetary stimulus in the face of high inflation levels. Timely indicators point tothis weakening extending into the early third quarter.As a result, the global growth outlook for 2022 and 2023 has been further revised downward.On the one hand, global inflation continued to register increases in both advanced and emerging economies,reaching, in some cases, the highest levels in several decades and, in most cases for a prolonged period of time,above the targets of their respective central banks.Inflation has been driven by a more generalized increase in prices, in addition to pressures in the food and energysectors, in an environment in which imbalances between demand and supply continue to exist in various markets.World economic activityIn this context, Banxico added, a large number of central banks continued to raise their benchmark rates, in somecases at a faster pace than anticipated.Financial markets continued to register episodes of volatility and risk aversion, as well as conditions of hightightening, in an environment that saw a significant strengthening of the dollar against a large number of advancedand emerging economy currencies and an increase in yield rates during most of the period, although in somecases this trend has been partially reversed.On the other hand, the purchasing managers' indices (PMI) for the manufacturing and services sectors point to aweakening in the third quarter.This trend reflects factors that have affected both the demand side, due to elevated inflationary pressures and lowerconsumer confidence, and the supply side, due to persistent disruptions in supply chains and higher productioncosts.Although there has been a recent decrease in the prices of some raw materials and in disruptions to supply chains,particularly a decrease in shipping costs, these factors remain at high levels."
Aug 2022;"Global economy struggles as Europe may fall in recession - Capital";"The outlook for global economic growth remains downside, while Europe is expected to fall into recession, Trendreports, citing Capital Economics, UK-based research and consulting company.The company forecasts to see both some renewed increase in bond yields and weakness in ""risky"" assets over therest of this year.Capital Economics agrees with the idea that US inflation will fall quite sharply over the next 1-2 years, and that thiswill eventually allow the Fed to move to a rate cut. However, the agency expects the Fed funds rate to reach aslightly higher peak, and the easing cycle to begin later.Regarding the correct pricing for bond and equity markets, and the US inflation to be brought back around its targetmuch needs to be done, Capital Economics said.""Investors seem to be of the view that a sharp but short-lived tightening cycle - with the Fed funds rate rising to apeak of approximately 3.75 percent in early 2023, but being cut quite rapidly from around the end of the first quarter- will be enough to bring US inflation back to around the Fed's 2 percent target. Judging by the recent resilience ofanalysts' expectations for corporate earnings, and the gains in equity markets, many appear to be anticipating thata sharp Fed pivot will also limit the damage to the economy. This may help to explain why the S&P 500 hasrebounded of late even as the US Treasury yield curve has continued to invert,"" the report added."
